STATE,ST,GUN VIOLENCE DEATHS PER CAPITA,YEAR,MEDIAN INCOME,OCCUPATION,TOTAL EMPLOYEES,LOCATION,DATE,TOTAL GUN VIOLENCE VICTIMS FROM MASS SHOOTING,TOTAL FIREARMS REPORTS AS LOST OR STOLEN,NUMBER OF REGISTERED FIREARMS
Oklahoma NA,NA,13.2,2005,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,10.7,2005,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,10.8,2005,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,3.6,2005,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,13.8,2005,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,10.2,2005,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,16,2005,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,11.1,2005,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,10.1,2005,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,6.8,2005,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,11.5,2005,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,8.8,2005,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,13.8,2005,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,8.5,2005,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,13.4,2005,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,16.8,2006,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,17.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,16.3,2006,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,15.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,9.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,10.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,5,2006,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,9.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,11.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,12.6,2006,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,2.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,12.7,2006,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,8.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,11.6,2006,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,6.3,2006,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,10.9,2006,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,12.5,2006,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,19.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,7.3,2006,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,12.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,3.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,11.5,2006,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,6.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,16.6,2006,NA,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,13.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,12.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,7.7,2006,NA,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,16.3,2006,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,6.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,5.8,2006,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,14.5,2006,NA,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,5.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,12.6,2006,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,6.5,2006,NA,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,9.7,2006,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,13.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,10.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,10.9,2006,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,4.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,13.9,2006,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,9.7,2006,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,15.3,2006,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,10.5,2006,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,9.8,2006,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,8.1,2006,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,10.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,8.4,2006,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,13.2,2006,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,7.6,2006,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,15,2006,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,17.3,2007,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,18.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,15.4,2007,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,15.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,8.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,10.4,2007,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,4.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,8.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,12.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,13.5,2007,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,2.5,2007,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,12.7,2007,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,8.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,10.5,2007,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,5,2007,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,10.4,2007,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,14.2,2007,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,19.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,7.6,2007,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,12.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,3.6,2007,NA,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,11,2007,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,6.5,2007,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,18.3,2007,NA,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,12.8,2007,NA,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,13.7,2007,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,7.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,15.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,5.6,2007,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,5.2,2007,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,14.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,5.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,12.2,2007,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,8.4,2007,NA,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,9.6,2007,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,13.2,2007,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,9.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,10.5,2007,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,3.4,2007,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,13.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,6.2,2007,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,14.8,2007,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,10.9,2007,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,10.7,2007,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,8.2,2007,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,10.4,2007,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,8.3,2007,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,14.1,2007,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,8.6,2007,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,14.7,2007,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,17.3,2008,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,21,2008,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,14.4,2008,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,15.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,8.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,10.4,2008,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,5.6,2008,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,10.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,12.2,2008,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,12.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,3,2008,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,11.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,8.6,2008,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,11.2,2008,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,7.3,2008,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,9.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,13.3,2008,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,18.4,2008,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,8.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,11.6,2008,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,3.4,2008,NA,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,10.9,2008,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,19.3,2008,NA,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,13.8,2008,NA,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,15.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,8.3,2008,NA,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,15.1,2008,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,6.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,5,2008,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,14.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,4.9,2008,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,12.4,2008,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,8.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,9.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,14,2008,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,9.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,10.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,3.9,2008,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,13.3,2008,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,10.6,2008,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,15.5,2008,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,10.8,2008,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,9.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,8.1,2008,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,10.2,2008,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,8.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,12.6,2008,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,7.7,2008,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,16.8,2008,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,17.2,2009,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,14.9,2009,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,13.5,2009,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,16.2,2009,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,8.2,2009,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,11.6,2009,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,4.9,2009,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,8.8,2009,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,12,2009,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,13.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,3.4,2009,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,12.8,2009,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,8.2,2009,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,11.3,2009,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,6.2,2009,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,10.8,2009,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,12.8,2009,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,18.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,8.6,2009,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,10.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,3.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,11.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,6.2,2009,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,16.7,2009,NA,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,13.7,2009,NA,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,15.9,2009,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,7.3,2009,NA,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,15.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,6.3,2009,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,4.7,2009,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,14.5,2009,NA,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,4.8,2009,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,11.6,2009,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,8.9,2009,NA,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,8.5,2009,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,14.4,2009,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,10.4,2009,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,10.4,2009,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,5,2009,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,13.5,2009,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,9.4,2009,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,15.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,11,2009,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,10.4,2009,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,8.9,2009,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,10.3,2009,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,9.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,13.1,2009,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,7.9,2009,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,17.6,2009,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,16.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,20.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,14.6,2010,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,14.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,7.7,2010,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,10.8,2010,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,5.9,2010,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,9.9,2010,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,11.5,2010,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,12.6,2010,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,3.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,12.8,2010,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,8.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,10.8,2010,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,6.8,2010,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,10.5,2010,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,12.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,19.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,7.9,2010,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,9.3,2010,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,4.1,2010,NA,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,11,2010,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,6.8,2010,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,16.1,2010,NA,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,14,2010,NA,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,15.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,8.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,14.5,2010,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,8.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,5.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,14.9,2010,NA,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,5.1,2010,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,11.6,2010,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,9.5,2010,NA,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,9.9,2010,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,14.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,11.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,10.1,2010,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,4.6,2010,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,14,2010,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,9.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,14.4,2010,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,11,2010,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,12.2,2010,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,10.3,2010,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,10.8,2010,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,8.9,2010,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,14.1,2010,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,8.6,2010,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,15.6,2010,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,16,2011,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,17.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,14.7,2011,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,16.1,2011,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,7.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,10.9,2011,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,5.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,8.2,2011,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,12,2011,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,12.6,2011,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,3.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,12.3,2011,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,8.6,2011,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,9.7,2011,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,7.1,2011,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,11.4,2011,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,13.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,18.9,2011,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,9.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,9.3,2011,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,3.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,11.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,7.2,2011,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,18,2011,NA,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,14,2011,NA,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,16.4,2011,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,8.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,13.7,2011,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,6.4,2011,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,5.6,2011,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,14.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,11.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,8.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,10.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,16.6,2011,NA,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,10.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,11.1,2011,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,3,2011,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,14.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,8.4,2011,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,14.4,2011,NA,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,10.3,2011,NA,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,12.1,2011,NA,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,11.7,2011,NA,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,10.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,8.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,14.5,2011,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,7.7,2011,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,16.8,2011,NA,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,17.1,2012,NA,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,17.8,2012,NA,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,14.1,2012,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,16.6,2012,NA,NA,NA,NA,NA,NA,NA,NA
California NA,NA,7.9,2012,NA,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,12.6,2012,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,6.4,2012,NA,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,10.5,2012,NA,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,12.2,2012,NA,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,12.8,2012,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,3.4,2012,NA,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,13,2012,NA,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,9.1,2012,NA,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,12.2,2012,NA,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,7,2012,NA,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,13.1,2012,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,14.8,2012,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,18.5,2012,NA,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,9,2012,NA,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,9.9,2012,NA,NA,NA,NA,NA,NA,NA,NA
